# Program:featureCounts v2.0.1; Command:"/home/kabil/.anaconda3/envs/binf/bin/featureCounts" "-p" "-a" "/mnt/h/data/refseq/NC_001133.9_genomic.gtf.gz" "-o" "feature_counts.txt" "/mnt/h/data/samfiles/SRR1302790.sam" "/mnt/h/data/samfiles/SRR1302792.sam" "-O" "-T" "12" "--tmpDir" "/mnt/h/tmp/" "-t" "exon" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	/mnt/h/data/samfiles/SRR1302790.sam	/mnt/h/data/samfiles/SRR1302792.sam
YKR003W	NC_001143.9	445381	446727	+	1347	765	2192
YKR004C	NC_001143.9;NC_001143.9	446799;447811	447706;448036	-;-	1134	81	485
YKR005C	NC_001143.9;NC_001143.9	448521;450021	449951;450167	-;-	1578	78	501
YKR006C	NC_001143.9	450423	451217	-	795	637	1583
YKR007W	NC_001143.9	451434	451988	+	555	431	1846
YKR008W	NC_001143.9	452201	454078	+	1878	257	934
YKR009C	NC_001143.9	454352	457054	-	2703	123	1128
YNCK0016W	NC_001143.9;NC_001143.9	458557;458627	458594;458670	+;+	82	5978	16298
YKR010C	NC_001143.9	458924	461239	-	2316	332	1168
YKR011C	NC_001143.9	461635	462696	-	1062	243	960
YKR013W	NC_001143.9	463959	464948	+	990	799	12771
YKR014C	NC_001143.9	465367	466071	-	705	312	1715
YKR015C	NC_001143.9	466961	468667	-	1707	17	139
YKR016W	NC_001143.9	469717	471339	+	1623	237	1397
YKR017C	NC_001143.9	471694	473349	-	1656	168	984
YKR018C	NC_001143.9	473723	475900	-	2178	2343	9783
YKR019C	NC_001143.9	476216	478063	-	1848	151	1238
YKR020W	NC_001143.9	478338	478832	+	495	179	1199
YKR021W	NC_001143.9	479234	481981	+	2748	243	1697
YKR022C	NC_001143.9	482171	483139	-	969	540	1813
YKR023W	NC_001143.9	483419	485011	+	1593	130	1133
YKR024C	NC_001143.9	485144	487372	-	2229	1749	7010
YKR025W	NC_001143.9	487770	488618	+	849	1407	4331
YKR026C	NC_001143.9	488738	489655	-	918	2013	6101
YNCK0017W	NC_001143.9	490968	491040	+	73	502	326
YKR027W	NC_001143.9	491364	493661	+	2298	580	2171
YKR028W	NC_001143.9	494257	497358	+	3102	1775	9690
YKR029C	NC_001143.9	497578	499833	-	2256	261	1504
YKR030W	NC_001143.9	500282	501103	+	822	386	1367
YKR031C	NC_001143.9	501344	506395	-	5052	1579	6757
YKR032W	NC_001143.9	506517	506831	+	315	0	11
YKR034W	NC_001143.9	506898	507707	+	810	0	87
YKR035W-A	NC_001143.9	507939	508553	+	615	131	497
YKR036C	NC_001143.9	508702	510633	-	1932	846	3426
YKR037C	NC_001143.9	510910	511797	-	888	409	1482
YKR038C	NC_001143.9	511999	513159	-	1161	1013	7020
YNCK0018C	NC_001143.9	513332	513403	-	72	2386	5515
YKR039W	NC_001143.9	515063	516871	+	1809	250	1665
YNCK0019W	NC_001143.9	517988	518060	+	73	156	140
YKR041W	NC_001143.9	518198	518950	+	753	33	181
YKR042W	NC_001143.9	519527	520624	+	1098	2094	14291
YKR043C	NC_001143.9	520897	521712	-	816	1774	13313
YKR044W	NC_001143.9	522015	523346	+	1332	671	3593
YKR045C	NC_001143.9	523418	523969	-	552	91	854
YKR046C	NC_001143.9	524223	525074	-	852	1449	6986
YKR048C	NC_001143.9	525387	526640	-	1254	6734	24102
YKR049C	NC_001143.9	526830	527231	-	402	259	784
YKR050W	NC_001143.9	527815	530484	+	2670	321	2988
YKR051W	NC_001143.9	530946	532202	+	1257	443	744
YKR052C	NC_001143.9	532550	533464	-	915	867	1219
YKR053C	NC_001143.9	534067	535281	-	1215	304	1669
YKR054C	NC_001143.9	535647	547925	-	12279	2155	14002
YKR055W	NC_001143.9	548216	549091	+	876	196	1167
YKR056W	NC_001143.9	549448	551367	+	1920	656	3277
YKR057W	NC_001143.9;NC_001143.9	551657;552003	551680;552242	+;+	264	12967	35977
YKR058W	NC_001143.9	552770	554620	+	1851	76	831
YKR059W	NC_001143.9	554987	556174	+	1188	11760	30675
YKR060W	NC_001143.9	556518	557342	+	825	236	1398
YKR061W	NC_001143.9	557677	558954	+	1278	361	2591
YNCK0020C	NC_001143.9	559016	559366	-	351	46650	98900
YKR062W	NC_001143.9	559666	560652	+	987	370	2123
YKR063C	NC_001143.9	560789	562297	-	1509	639	3533
YKR064W	NC_001143.9	562547	565138	+	2592	459	2120
YKR065C	NC_001143.9	565299	565892	-	594	226	1456
YKR066C	NC_001143.9	566113	567198	-	1086	1684	16180
YKR067W	NC_001143.9	567918	570149	+	2232	306	767
YKR068C	NC_001143.9	570328	570909	-	582	1092	5173
YKR069W	NC_001143.9	571612	573393	+	1782	529	2143
YKR070W	NC_001143.9	573574	574632	+	1059	1369	3053
YKR071C	NC_001143.9	574934	575980	-	1047	564	3953
YKR072C	NC_001143.9	576435	578123	-	1689	311	4465
YKR073C	NC_001143.9	578187	578507	-	321	12	78
YNCK0021W	NC_001143.9;NC_001143.9	578965;579025	579001;579060	+;+	73	393	663
YKR074W	NC_001143.9	579209	579676	+	468	1004	2753
YKR075C	NC_001143.9	579827	580750	-	924	125	893
YKR076W	NC_001143.9	582283	583395	+	1113	85	726
YKR077W	NC_001143.9	583653	584744	+	1092	65	533
YKR078W	NC_001143.9	584952	586709	+	1758	307	1605
YKR079C	NC_001143.9	586789	589305	-	2517	985	4977
YKR080W	NC_001143.9	590395	591357	+	963	1892	5926
YKR081C	NC_001143.9	591506	592540	-	1035	1103	5854
YKR082W	NC_001143.9	592825	596298	+	3474	1796	5786
YKR083C	NC_001143.9	596421	596822	-	402	288	459
YKR084C	NC_001143.9	597055	598890	-	1836	687	1970
YKR085C	NC_001143.9	599094	599681	-	588	352	1262
YKR086W	NC_001143.9	599857	603072	+	3216	659	2779
YKR087C	NC_001143.9	603195	604232	-	1038	839	3273
YKR088C	NC_001143.9	604405	605418	-	1014	804	2446
YKR089C	NC_001143.9	605633	608365	-	2733	379	2894
YKR090W	NC_001143.9	608946	611066	+	2121	751	2515
YKR091W	NC_001143.9	611525	612265	+	741	40	463
YKR092C	NC_001143.9	612665	613885	-	1221	741	5379
YKR093W	NC_001143.9	615730	617535	+	1806	864	4890
YKR094C	NC_001143.9;NC_001143.9	617996;618743	618374;618750	-;-	387	8264	34352
YKR095W	NC_001143.9	619805	625432	+	5628	1925	9503
YKR095W-A	NC_001143.9;NC_001143.9	625864;625977	625901;626205	+;+	267	196	414
YKR096W	NC_001143.9	626793	630380	+	3588	341	2845
YKR097W	NC_001143.9	631152	632801	+	1650	13	324
YKR098C	NC_001143.9	633026	635179	-	2154	139	748
YKR099W	NC_001143.9	635851	638286	+	2436	699	5057
YKR100C	NC_001143.9	638901	639968	-	1068	225	1784
YKR101W	NC_001143.9	640540	642504	+	1965	283	1121
YKR102W	NC_001143.9	646356	649865	+	3510	33	459
YKR103W	NC_001143.9	653080	656736	+	3657	194	1376
YKR104W	NC_001143.9	656836	657756	+	921	24	299
YKR105C	NC_001143.9	658716	660464	-	1749	57	639
YKR106W	NC_001143.9	661442	663289	+	1848	26	721
YLL067C	NC_001144.5;NC_001144.5	585;4015	3915;4301	-;-	3618	1155	8277
YLL066W-B	NC_001144.5	5605	5775	+	171	0	9
YLL066C	NC_001144.5;NC_001144.5	6120;9550	9450;9836	-;-	3618	1192	8745
YLL064C	NC_001144.5	13083	13445	-	363	12	269
YLL063C	NC_001144.5	14648	16072	-	1425	80	577
YLL062C	NC_001144.5	16639	17613	-	975	270	757
YLL061W	NC_001144.5	17956	19707	+	1752	948	4024
YLL060C	NC_001144.5	21138	21839	-	702	154	1017
YLL058W	NC_001144.5	23569	25296	+	1728	496	3439
YLL057C	NC_001144.5	25756	26994	-	1239	72	946
YLL056C	NC_001144.5	27409	28305	-	897	152	961
YLL055W	NC_001144.5	30109	31704	+	1596	389	1287
YLL054C	NC_001144.5	32673	35204	-	2532	214	920
YLL053C	NC_001144.5	35503	35961	-	459	82	371
YLL052C	NC_001144.5	35912	36361	-	450	71	365
YLL051C	NC_001144.5	37333	39471	-	2139	497	2941
YLL050C	NC_001144.5;NC_001144.5	39804;40401	40221;40414	-;-	432	5413	13445
YLL049W	NC_001144.5	40666	41205	+	540	418	1288
YLL048C	NC_001144.5	41280	46265	-	4986	5128	28210
YLL046C	NC_001144.5	46714	47463	-	750	1	137
YLL045C	NC_001144.5	47859	48629	-	771	3981	15320
YLL043W	NC_001144.5	49938	51947	+	2010	1653	7243
YLL042C	NC_001144.5	52087	52590	-	504	61	257
YLL041C	NC_001144.5	53131	53931	-	801	180	3066
YLL040C	NC_001144.5	54211	63645	-	9435	3557	16290
YLL039C	NC_001144.5	64062	65207	-	1146	2707	16344
YLL038C	NC_001144.5	65775	66518	-	744	665	3232
YLL036C	NC_001144.5	66745	68256	-	1512	825	4269
YLL035W	NC_001144.5	68580	70478	+	1899	289	1808
YLL034C	NC_001144.5	70633	73146	-	2514	3270	10336
YLL033W	NC_001144.5	73409	74101	+	693	81	498
YLL032C	NC_001144.5	74270	76747	-	2478	346	1564
YLL031C	NC_001144.5	77152	80205	-	3054	713	2869
YLL030C	NC_001144.5	80356	80697	-	342	0	3
YLL029W	NC_001144.5	81461	83710	+	2250	2864	10678
YLL028W	NC_001144.5	84804	86564	+	1761	346	4650
YLL027W	NC_001144.5	87403	88155	+	753	137	1659
YLL026W	NC_001144.5	88623	91349	+	2727	1697	21217
YNCL0001W	NC_001144.5;NC_001144.5	92548;92615	92583;92650	+;+	72	4880	4640
YLL025W	NC_001144.5	94747	95121	+	375	21	142
YLL024C	NC_001144.5	95566	97485	-	1920	32708	50374
YLL023C	NC_001144.5	97997	98836	-	840	237	1197
YLL022C	NC_001144.5	99044	100201	-	1158	1012	2821
YLL021W	NC_001144.5	100947	105347	+	4401	746	3949
YLL019C	NC_001144.5	105686	107899	-	2214	248	8352
YLL018C-A	NC_001144.5	108676	108972	-	297	43	2815
YLL018C	NC_001144.5	109902	111575	-	1674	2694	17696
YLL017W	NC_001144.5	112234	112545	+	312	36	411
YLL016W	NC_001144.5	112847	115993	+	3147	262	2211
YLL015W	NC_001144.5	116432	121111	+	4680	957	3897
YLL014W	NC_001144.5	121322	121648	+	327	1036	1896
YLL013C	NC_001144.5	122075	124714	-	2640	491	2275
YLL012W	NC_001144.5	125534	127255	+	1722	634	3018
YLL011W	NC_001144.5	127523	128992	+	1470	1323	6133
YLL010C	NC_001144.5	129330	130613	-	1284	111	1777
YLL009C	NC_001144.5	131205	131414	-	210	394	883
YLL008W	NC_001144.5	131729	133987	+	2259	3332	15399
YLL007C	NC_001144.5	134302	136299	-	1998	103	887
YLL006W-A	NC_001144.5	136345	136521	+	177	2	6
YLL006W	NC_001144.5	136586	137866	+	1281	326	1536
YLL005C	NC_001144.5	137940	140546	-	2607	171	872
YLL004W	NC_001144.5	141073	142923	+	1851	409	1595
YLL003W	NC_001144.5	143201	146041	+	2841	399	2427
YLL002W	NC_001144.5	146291	147601	+	1311	270	957
YLL001W	NC_001144.5	147890	150163	+	2274	1126	2495
YLR001C	NC_001144.5	151389	153977	-	2589	253	2275
YLR002C	NC_001144.5	154343	156334	-	1992	1418	6170
YLR003C	NC_001144.5	156855	157730	-	876	455	2966
YLR004C	NC_001144.5	157934	159505	-	1572	96	696
YLR005W	NC_001144.5	160049	161434	+	1386	1524	4819
YLR006C	NC_001144.5	161755	163893	-	2139	188	1583
YLR007W	NC_001144.5	164392	165402	+	1011	722	2111
YLR008C	NC_001144.5	165577	166083	-	507	759	1356
YLR009W	NC_001144.5	166537	167136	+	600	306	2275
YLR010C	NC_001144.5	167320	167802	-	483	41	267
YNCL0002C	NC_001144.5	167944	168025	-	82	2188	6712
YLR011W	NC_001144.5	169103	169678	+	576	82	447
YLR012C	NC_001144.5	169982	170281	-	300	0	21
YLR013W	NC_001144.5	171339	171764	+	426	1	26
YLR014C	NC_001144.5	172268	174982	-	2715	581	4349
YLR015W	NC_001144.5	175227	176744	+	1518	749	2306
YLR016C	NC_001144.5	176802	177416	-	615	582	2476
YLR017W	NC_001144.5	177608	178621	+	1014	2458	8718
YLR018C	NC_001144.5	178707	179606	-	900	643	3011
YLR019W	NC_001144.5	180288	181481	+	1194	784	2208
YLR020C	NC_001144.5	181789	183405	-	1617	1097	4528
YLR021W	NC_001144.5	183623	184162	+	540	301	2019
YLR022C	NC_001144.5	184174	184926	-	753	496	3763
YLR023C	NC_001144.5	185498	187129	-	1632	575	6977
YLR024C	NC_001144.5	187663	193281	-	5619	1228	5387
YLR025W	NC_001144.5	194452	195174	+	723	462	2825
YLR026C	NC_001144.5	195450	196472	-	1023	180	1909
YLR027C	NC_001144.5	196829	198085	-	1257	9863	18695
YNCL0003W	NC_001144.5	198784	199389	+	606	560904	1171243
YLR028C	NC_001144.5	199540	201315	-	1776	5722	22639
YLR029C	NC_001144.5	201976	202590	-	615	84361	314035
YLR030W	NC_001144.5	203290	204081	+	792	68	823
YLR031W	NC_001144.5	204225	204785	+	561	17	238
YLR032W	NC_001144.5	204991	208500	+	3510	731	2301
YLR033W	NC_001144.5	208761	210269	+	1509	1235	3797
YLR034C	NC_001144.5	210512	211933	-	1422	1214	1810
YLR035C	NC_001144.5	212369	214456	-	2088	266	1676
YNCL0004C	NC_001144.5	214883	214955	-	73	2699	18464
YLR035C-A	NC_001144.5	215440	218907	-	3468	11611	9343
YLR036C	NC_001144.5	221521	222132	-	612	280	378
YLR037C	NC_001144.5	222685	223059	-	375	9	126
YLR038C	NC_001144.5	224921	225172	-	252	244	2229
YLR039C	NC_001144.5	225426	228596	-	3171	654	3161
YLR040C	NC_001144.5	228908	229582	-	675	39	309
YLR042C	NC_001144.5	229966	230451	-	486	70	299
YLR043C	NC_001144.5	231702	232013	-	312	3763	8868
YLR044C	NC_001144.5	232390	234081	-	1692	119635	254503
YLR045C	NC_001144.5	235037	237703	-	2667	856	3008
YLR046C	NC_001144.5	238001	238813	-	813	277	942
YLR047C	NC_001144.5	239347	241407	-	2061	320	1746
YLR048W	NC_001144.5;NC_001144.5	242232;242681	242321;243349	+;+	759	9365	41376
YLR049C	NC_001144.5	243886	245172	-	1287	668	2469
YLR050C	NC_001144.5	245587	246072	-	486	363	1413
YLR051C	NC_001144.5	246324	246977	-	654	367	2443
YLR052W	NC_001144.5	247201	247953	+	753	157	1202
YLR053C	NC_001144.5	248100	248426	-	327	50	273
YLR054C	NC_001144.5;NC_001144.5	248717;250948	250860;250978	-;-	2175	33	493
YLR055C	NC_001144.5	251272	253080	-	1809	963	3718
YLR056W	NC_001144.5	253861	254958	+	1098	3084	10281
YLR057W	NC_001144.5	255306	257855	+	2550	748	3816
YLR058C	NC_001144.5	257992	259401	-	1410	1754	13508
YLR059C	NC_001144.5	259738	260547	-	810	164	1251
YLR060W	NC_001144.5	260979	262766	+	1788	7480	28564
YLR061W	NC_001144.5;NC_001144.5	263194;263595	263205;263948	+;+	366	22426	79943
YLR063W	NC_001144.5	264157	265254	+	1098	105	1014
YLR064W	NC_001144.5	265456	266277	+	822	143	783
YLR065C	NC_001144.5	266373	266918	-	546	594	1938
YLR066W	NC_001144.5	267169	267723	+	555	539	4138
YLR067C	NC_001144.5	267813	270710	-	2898	580	1561
YLR068W	NC_001144.5	271008	271463	+	456	377	1367
YLR069C	NC_001144.5	271630	273915	-	2286	1798	2181
YLR070C	NC_001144.5	274141	275211	-	1071	113	915
YLR071C	NC_001144.5	275378	278626	-	3249	976	4084
YLR072W	NC_001144.5	278862	280943	+	2082	630	1829
YLR073C	NC_001144.5	281019	281621	-	603	262	2681
YLR074C	NC_001144.5	281956	282456	-	501	728	7939
YLR075W	NC_001144.5	282927	283592	+	666	126758	409637
YLR077W	NC_001144.5	283872	285623	+	1752	934	3002
YLR078C	NC_001144.5;NC_001144.5	285736;286557	286467;286559	-;-	735	661	1775
YLR079W	NC_001144.5	286820	287674	+	855	305	2663
YLR080W	NC_001144.5	287916	289250	+	1335	95	462
YLR081W	NC_001144.5	290212	291936	+	1725	42	368
YLR082C	NC_001144.5	292394	293572	-	1179	317	1113
YLR083C	NC_001144.5	294091	296094	-	2004	4108	11414
YLR084C	NC_001144.5	296589	300251	-	3663	1041	4046
YLR085C	NC_001144.5	300673	301989	-	1317	613	2093
YLR086W	NC_001144.5	302243	306499	+	4257	1589	6482
YLR087C	NC_001144.5	306855	315731	-	8877	1607	8549
YLR088W	NC_001144.5	316107	317951	+	1845	1493	4729
YLR089C	NC_001144.5	318237	320015	-	1779	747	3462
YLR090W	NC_001144.5	320701	322080	+	1380	880	4531
YLR091W	NC_001144.5	322297	323178	+	882	143	980
YLR092W	NC_001144.5	323544	326225	+	2682	191	1217
YLR093C	NC_001144.5;NC_001144.5	326513;327400	327258;327415	-;-	762	1121	3713
YLR094C	NC_001144.5	327730	329238	-	1509	141	1347
YLR095C	NC_001144.5	329677	332115	-	2439	823	4718
YLR096W	NC_001144.5	332590	336033	+	3444	942	7305
YLR097C	NC_001144.5	336231	337265	-	1035	295	1316
YLR098C	NC_001144.5	337527	339473	-	1947	204	1284
YLR099C	NC_001144.5	339744	340928	-	1185	401	1982
YLR099W-A	NC_001144.5	341325	341588	+	264	141	1363
YLR100W	NC_001144.5	341810	342853	+	1044	3649	8441
YLR102C	NC_001144.5	342970	343767	-	798	207	1501
YLR103C	NC_001144.5	343989	345941	-	1953	423	1363
YLR104W	NC_001144.5	346585	346980	+	396	167	823
YLR105C	NC_001144.5	347047	348180	-	1134	514	1238
YNCL0005C	NC_001144.5	348427	348510	-	84	550	3113
YLR106C	NC_001144.5	349006	363738	-	14733	4408	53206
YLR107W	NC_001144.5	364116	365330	+	1215	659	3431
YNCL0006W	NC_001144.5	366235	366346	+	112	1440	5360
YLR108C	NC_001144.5	366667	368124	-	1458	346	627
YLR109W	NC_001144.5	368781	369311	+	531	8724	70908
YLR110C	NC_001144.5	369697	370098	-	402	17368	151384
YLR111W	NC_001144.5	370391	370723	+	333	9	132
YLR112W	NC_001144.5	370791	371210	+	420	135	534
YLR113W	NC_001144.5	371620	372927	+	1308	1891	9426
YNCL0007W	NC_001144.5	374355	374427	+	73	445	371
YLR114C	NC_001144.5	374944	377238	-	2295	2062	7951
YLR115W	NC_001144.5	377985	380564	+	2580	463	2973
YLR116W	NC_001144.5	380822	382252	+	1431	121	1151
YLR117C	NC_001144.5	382471	384534	-	2064	183	1873
YLR118C	NC_001144.5	384725	385408	-	684	425	1695
YLR119W	NC_001144.5	385534	386175	+	642	93	569
YLR120C	NC_001144.5	386511	388220	-	1710	957	14098
YLR121C	NC_001144.5	388744	390270	-	1527	718	10571
YLR122C	NC_001144.5	390954	391331	-	378	27	286
YLR125W	NC_001144.5	393484	393894	+	411	77	362
YLR126C	NC_001144.5	394765	395520	-	756	935	1508
YLR127C	NC_001144.5	395758	398319	-	2562	343	1209
YLR128W	NC_001144.5;NC_001144.5	398530;398627	398532;399433	+;+	810	79	465
YLR129W	NC_001144.5	399657	402488	+	2832	4663	17809
YLR130C	NC_001144.5	402794	404062	-	1269	1632	8164
YLR131C	NC_001144.5	404510	406822	-	2313	162	1416
YLR132C	NC_001144.5	407283	408155	-	873	121	332
YLR133W	NC_001144.5	408445	410193	+	1749	364	1519
YLR134W	NC_001144.5	410723	412414	+	1692	1084	3669
YLR135W	NC_001144.5	413281	415527	+	2247	155	1867
YLR136C	NC_001144.5	415801	416658	-	858	545	583
YLR137W	NC_001144.5	417006	418109	+	1104	260	1894
YLR138W	NC_001144.5	418437	421394	+	2958	3144	13277
YLR139C	NC_001144.5	421542	423473	-	1932	32	282
YLR141W	NC_001144.5	423683	424774	+	1092	262	1392
YLR142W	NC_001144.5	425186	426616	+	1431	66	1293
YNCL0008W	NC_001144.5	427132	427203	+	72	2277	5715
YLR143W	NC_001144.5	427329	429386	+	2058	831	3223
YLR144C	NC_001144.5	429677	432016	-	2340	511	2294
YLR145W	NC_001144.5	432168	432773	+	606	132	670
YLR146C	NC_001144.5	432823	433725	-	903	833	2641
YLR146W-A	NC_001144.5	433870	434058	+	189	76	457
YLR147C	NC_001144.5	434158	434463	-	306	91	890
YLR148W	NC_001144.5	434641	437397	+	2757	1274	3063
YLR149C	NC_001144.5	437631	439823	-	2193	65	722
YLR150W	NC_001144.5	440467	441288	+	822	29225	121707
YLR151C	NC_001144.5	441715	442737	-	1023	102	294
YLR152C	NC_001144.5	442958	444688	-	1731	126	1699
YLR153C	NC_001144.5	445524	447575	-	2052	9394	17077
YLR154C	NC_001144.5	447982	448314	-	333	88	403
YNCL0009C	NC_001144.5	448650	448721	-	72	5263	10485
YNCL0010C	NC_001144.5	451575	458432	-	6858	44662640	21056351
YNCL0011C	NC_001144.5	451575	451785	-	211	8774	5685
YNCL0012C	NC_001144.5	451786	455181	-	3396	20292278	8059597
YLR154W-C	NC_001144.5	454696	455070	+	375	3909919	1711916
YNCL0013C	NC_001144.5	455182	455413	-	232	303010	55866
YNCL0014C	NC_001144.5	455414	455571	-	158	19128836	8657689
YNCL0015C	NC_001144.5	455572	455932	-	361	1124154	467139
YNCL0016C	NC_001144.5	455933	457732	-	1800	5434049	3768669
YNCL0017C	NC_001144.5	457733	458432	-	700	368164	664907
YNCL0018W	NC_001144.5	459676	459796	+	121	2327695	4613155
YNCL0020C	NC_001144.5	460712	467569	-	6858	44674765	21056248
YNCL0019C	NC_001144.5	460712	460922	-	211	8791	5628
YNCL0021C	NC_001144.5	460923	464318	-	3396	20288632	8060248
YLR154C-G	NC_001144.5	462522	462671	-	150	1249296	546212
YNCL0022C	NC_001144.5	464319	464550	-	232	302372	56097
YNCL0023C	NC_001144.5	464551	464708	-	158	19134569	8660194
YNCL0024C	NC_001144.5	464709	465069	-	361	1124364	466583
YNCL0025C	NC_001144.5	465070	466869	-	1800	5441383	3763641
YNCL0026C	NC_001144.5	466870	467569	-	700	368764	665918
YNCL0027W	NC_001144.5	468813	468931	+	119	266945	655993
YLR154C-H	NC_001144.5	468827	468958	-	132	266942	655018
YLR155C	NC_001144.5	469317	470405	-	1089	848	1188
YLR156W	NC_001144.5	472113	472457	+	345	17	116
YNCL0028W	NC_001144.5	472465	472583	+	119	268534	658971
YLR156C-A	NC_001144.5	472479	472610	-	132	268539	658981
YLR157C	NC_001144.5	472969	474057	-	1089	874	1165
YLR157W-D	NC_001144.5	475764	475976	+	213	36	93
YLR157C-B	NC_001144.5	476333	481601	-	5269	17390	15223
YLR157C-A	NC_001144.5	480279	481601	-	1323	2908	5246
YLR157W-E	NC_001144.5	481873	482037	+	165	99	94
YNCL0029W	NC_001144.5	482045	482163	+	119	267104	658200
YLR157C-C	NC_001144.5	482059	482190	-	132	267107	658220
YLR158C	NC_001144.5	482549	483637	-	1089	863	1235
YLR159W	NC_001144.5	485345	485689	+	345	29	140
YNCL0030W	NC_001144.5	485697	485815	+	119	265296	651420
YLR159C-A	NC_001144.5	485711	485842	-	132	265299	651424
YLR160C	NC_001144.5	486201	487289	-	1089	866	1163
YLR161W	NC_001144.5	488997	489341	+	345	13	153
YNCL0031W	NC_001144.5	489349	489469	+	121	2322477	4604190
YLR162W	NC_001144.5	489573	489929	+	357	223784	41641
YLR162W-A	NC_001144.5	490406	490594	+	189	52920	25687
YLR163C	NC_001144.5	491866	493254	-	1389	1291	3866
YLR164W	NC_001144.5	493883	494389	+	507	70	340
YLR165C	NC_001144.5	494494	495258	-	765	232	1018
YLR166C	NC_001144.5	495429	498044	-	2616	1228	2989
YLR167W	NC_001144.5	498947	499405	+	459	127133	172266
YLR168C	NC_001144.5	499578	500270	-	693	288	2194
YLR170C	NC_001144.5	500579	501049	-	471	488	1725
YLR172C	NC_001144.5	501260	502162	-	903	1033	5744
YLR173W	NC_001144.5	502421	504247	+	1827	560	2370
YLR174W	NC_001144.5	504591	505829	+	1239	88	896
YLR175W	NC_001144.5	506134	507585	+	1452	10980	34645
YLR176C	NC_001144.5	507797	510232	-	2436	74	380
YLR177W	NC_001144.5	511054	512940	+	1887	410	1278
YLR178C	NC_001144.5	513162	513821	-	660	265	6625
YLR179C	NC_001144.5	514108	514713	-	606	2733	15486
YLR180W	NC_001144.5	515262	516410	+	1149	13375	58131
YLR181C	NC_001144.5	516678	517670	-	993	372	1805
YLR182W	NC_001144.5	517940	520351	+	2412	533	2329
YLR183C	NC_001144.5	520543	522012	-	1470	512	1114
YLR185W	NC_001144.5;NC_001144.5	522663;523029	522669;523288	+;+	267	3287	14143
YLR186W	NC_001144.5	523632	524390	+	759	696	2944
YLR187W	NC_001144.5	524865	527945	+	3081	154	1048
YLR188W	NC_001144.5	528300	530387	+	2088	1803	4736
YLR189C	NC_001144.5	530797	534393	-	3597	1213	4891
YLR190W	NC_001144.5	535214	536689	+	1476	870	5529
YLR191W	NC_001144.5	537272	538432	+	1161	538	1514
YLR192C	NC_001144.5	538792	539589	-	798	2100	8546
YLR193C	NC_001144.5	540009	540536	-	528	133	1250
YLR194C	NC_001144.5	540809	541573	-	765	420	5516
YLR195C	NC_001144.5	541937	543304	-	1368	2366	4395
YLR196W	NC_001144.5	543968	545698	+	1731	2095	9792
YLR197W	NC_001144.5	546097	547611	+	1515	8360	18492
YLR199C	NC_001144.5;NC_001144.5	547853;548764	548677;548769	-;-	831	220	1229
YLR200W	NC_001144.5	549012	549356	+	345	246	1239
YLR201C	NC_001144.5	549511	550293	-	783	133	875
YLR203C	NC_001144.5	550650	551960	-	1311	779	2180
YLR204W	NC_001144.5	552270	552605	+	336	99	652
YLR205C	NC_001144.5	552724	553677	-	954	152	1057
YLR206W	NC_001144.5	554578	556419	+	1842	570	4317
YLR207W	NC_001144.5	556788	559289	+	2502	688	2621
YLR208W	NC_001144.5	559551	560444	+	894	4387	11036
YLR209C	NC_001144.5	560797	561732	-	936	319	2722
YLR210W	NC_001144.5	562008	563390	+	1383	219	824
YLR211C	NC_001144.5;NC_001144.5	563792;564514	564454;564531	-;-	681	71	302
YLR212C	NC_001144.5	564860	566281	-	1422	467	2046
YLR213C	NC_001144.5	566654	567922	-	1269	145	290
YLR214W	NC_001144.5	568567	570627	+	2061	10401	9946
YLR215C	NC_001144.5	570776	571858	-	1083	184	1523
YLR216C	NC_001144.5	572096	573211	-	1116	3065	6070
YLR218C	NC_001144.5	573466	573918	-	453	109	145
YLR219W	NC_001144.5	574151	576337	+	2187	217	2188
YLR220W	NC_001144.5	576825	577793	+	969	1515	5193
YLR221C	NC_001144.5	578362	579024	-	663	527	2536
YLR222C	NC_001144.5	579318	581771	-	2454	3145	9642
YLR223C	NC_001144.5	582233	585490	-	3258	880	11243
YLR224W	NC_001144.5	586464	587573	+	1110	564	3577
YLR225C	NC_001144.5	587695	588918	-	1224	325	2017
YLR226W	NC_001144.5	589354	590541	+	1188	303	2212
YLR227C	NC_001144.5	590562	592043	-	1482	365	1724
YNCL0032C	NC_001144.5;NC_001144.5	592519;592582	592562;592619	-;-	82	182	202
YLR227W-B	NC_001144.5	593438	598706	+	5269	15031	15499
YLR227W-A	NC_001144.5	593438	594760	+	1323	2910	5143
YLR228C	NC_001144.5	600019	602463	-	2445	461	2422
